Дата;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
12.02.2024 9:00;08.июн;742.2;753.7;;94;Ветер, дующий с северо-северо-востока;2;;;; ;;;;;;;;;;;07.июн;Осадков нет;1;;;;
12.02.2024 8:00;06.июн;742.0;753.5;;97;Ветер, дующий с северо-северо-востока;1;;;; ;;;;;;;;;;;06.фев;Осадков нет;1;;;;
12.02.2024 7:00;07.янв;741.2;752.8;1.0;95;Переменное направление;1;;;Облаков нет.; ;;;6.0;;;;;;;20.0;06.апр;Осадков нет;12;;;;
12.02.2024 6:00;06.авг;741.0;752.5;;95;Штиль, безветрие;0;;;; ;;;;;;;;;;;06.янв;Осадков нет;1;;;;
12.02.2024 5:00;06.июн;740.6;752.2;;94;Ветер, дующий с северо-северо-востока;2;;;; ;;;;;;;;;;;05.июл;Осадков нет;1;;;;
12.02.2024 4:00;06.фев;740.2;751.8;0.9;97;Ветер, дующий с севера;2;;;Облаков нет.; ;;;;;;;;;;10.0;05.июл;;;;;;
12.02.2024 3:00;06.май;739.9;751.4;;96;Штиль, безветрие;0;;;; ;;;;;;;;;;;05.сен;Осадков нет;1;;;;
12.02.2024 2:00;07.июл;739.6;751.2;;93;Ветер, дующий с востоко-северо-востока;1;;;; ;;;;;;;;;;;06.июл;Осадков нет;1;;;;
12.02.2024 1:00;6.0;739.3;750.9;0.6;93;Переменное направление;1;;;Облаков нет.; ;;;;;;;;;;10.0;04.сен;Осадков нет;6;;;;
12.02.2024 0:00;06.сен;739.0;750.5;;93;Ветер, дующий с востоко-юго-востока;1;;;; ;;;;;;;;;;;05.сен;Осадков нет;1;;;;
11.02.2024 23:00;07.апр;738.9;750.4;;92;Ветер, дующий с северо-востока;2;;;; ;;;;;;;;;;;06.фев;Осадков нет;1;;;;
11.02.2024 22:00;07.май;738.7;750.2;0.9;89;Ветер, дующий с северо-востока;1;;;Облаков нет.; ;;;;;;;;;;20.0;05.авг;;;;;;
11.02.2024 21:00;08.сен;738.3;749.8;;88;Ветер, дующий с юга;1;;;; ;;;;;;;;;;;7.0;Осадков нет;1;;;;
11.02.2024 20:00;09.май;738.0;749.5;;80;Ветер, дующий с юго-востока;2;;;; ;;;;;;;;;;;06.янв;Осадков нет;1;;;;
11.02.2024 19:00;10.янв;737.8;749.3;01.фев;79;Ветер, дующий с востоко-юго-востока;3;;;Облаков нет.; ;;;;12.сен;;;;;;20.0;06.май;4.0;12;;;;
11.02.2024 18:00;10.июл;737.4;748.9;;81;Ветер, дующий с востоко-северо-востока;2;;;; ;;;;;;;;;;;07.июн;Осадков нет;1;;;;
11.02.2024 17:00;10.май;736.9;748.3;;82;Ветер, дующий с востоко-юго-востока;2;;;; ;;;;;;;;;;;07.июн;Осадков нет;1;;;;
11.02.2024 16:00;10.мар;736.6;748.0;01.фев;88;Ветер, дующий с востоко-северо-востока;2;;;Облаков нет.; ;;;;;;;;;;20.0;08.апр;;;;;;
11.02.2024 15:00;11.фев;736.0;747.6;;88;Ветер, дующий с юго-юго-запада;4;;;; ;;;;;;;;;;;09.мар;Осадков нет;1;;;;
11.02.2024 14:00;12.апр;735.7;747.2;;85;Ветер, дующий с юго-юго-запада;4;;;; ;;;;;;;;;;;10.0;Осадков нет;1;;;;
11.02.2024 13:00;11.май;735.4;746.9;0.3;92;Ветер, дующий с юго-запада;3;;;; ;;;;;;;;;;;10.мар;2.0;6;;;;
11.02.2024 12:00;12.авг;735.1;746.7;;82;Ветер, дующий с юга;5;;;; ;;;;;;;;;;;09.июл;Осадков нет;1;;;;
11.02.2024 11:00;12.фев;735.1;746.6;;79;Ветер, дующий с юга;7;;;; ;;;;;;;;;;;08.июл;Осадков нет;1;;;;
11.02.2024 10:00;12.апр;735.1;746.6;0.6;71;Ветер, дующий с юго-юго-запада;7;;;70 – 80%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;07.мар;;;;;;
11.02.2024 9:00;11.сен;735.0;746.5;;75;Ветер, дующий с юго-юго-запада;4;;;; ;;;;;;;;;;;07.май;Осадков нет;1;;;;
11.02.2024 8:00;11.0;734.8;746.2;;83;Ветер, дующий с юга;4;;;; ;;;;;;;;;;;08.фев;Осадков нет;1;;;;
11.02.2024 7:00;10.июл;734.5;746.0;0.8;85;Ветер, дующий с юга;3;;;90  или более, но не 100%; ;;;10.июл;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;90  или более, но не 100%;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;8.0;08.мар;21.0;12;;;;
11.02.2024 6:00;11.0;734.2;745.7;;88;Ветер, дующий с юга;3;;;; ;;;;;;;;;;;09.янв;Осадков нет;1;;;;
11.02.2024 5:00;11.янв;733.9;745.4;;92;Ветер, дующий с юго-юго-запада;2;;;; ;;;;;;;;;;;09.авг;Осадков нет;1;;;;
11.02.2024 4:00;11.май;733.7;745.2;0.6;94;Ветер, дующий с западо-юго-запада;4;;;; ;;;;;;;;;;;10.май;;;;;;
11.02.2024 3:00;11.авг;733.6;745.0;;91;Ветер, дующий с юго-запада;4;;;; ;;;;;;;;;;;10.мар;Осадков нет;1;;;;
11.02.2024 2:00;11.сен;733.4;744.9;;94;Ветер, дующий с юго-юго-запада;2;;;; ;;;;;;;;;;;10.сен;Осадков нет;1;;;;
11.02.2024 1:00;12.апр;733.1;744.6;-0.9;91;Ветер, дующий с юга;5;;;90  или более, но не 100%;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;Дождь.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;11.0;17.0;6;;;;
11.02.2024 0:00;11.фев;733.4;744.9;;94;Ветер, дующий с юго-востока;4;;;; ;;;;;;;;;;;10.фев;Осадков нет;1;;;;
10.02.2024 23:00;12.янв;733.9;745.3;;89;Ветер, дующий с юга;4;;;; ;;;;;;;;;;;10.апр;Осадков нет;1;;;;
10.02.2024 22:00;12.апр;734.0;745.5;0.5;94;Ветер, дующий с юга;4;;;; ;;;;;;;;;;;11.апр;;;;;;
10.02.2024 21:00;12.июн;733.8;745.3;;96;Ветер, дующий с юга;5;;;; ;;;;;;;;;;;11.сен;Осадков нет;1;;;;
10.02.2024 20:00;12.мар;733.6;745.0;;96;Ветер, дующий с юга;4;;;; ;;;;;;;;;;;11.июн;Осадков нет;1;;;;
10.02.2024 19:00;12.апр;733.5;745.0;-1.0;92;Ветер, дующий с юга;5;;;; ;;;;16.мар;;;;;;;11.янв;9.0;12;;;;
10.02.2024 18:00;12.апр;733.5;745.0;;91;Ветер, дующий с юго-юго-востока;7;;;; ;;;;;;;;;;;11.0;Осадков нет;1;;;;
10.02.2024 17:00;12.апр;733.9;745.4;;91;Ветер, дующий с юга;7;;;; ;;;;;;;;;;;11.0;Осадков нет;1;;;;
10.02.2024 16:00;13.0;734.5;745.9;-1.1;87;Ветер, дующий с юга;7;;;100%.;Дождь незамерзающий непрерывный умеренный в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;4.0;10.сен;;;;;;
10.02.2024 15:00;13.янв;734.8;746.2;;88;Ветер, дующий с юга;6;;;; ;;;;;;;;;;;11.янв;Осадков нет;1;;;;
10.02.2024 14:00;14.мар;735.0;746.5;;89;Ветер, дующий с юга;7;;;; ;;;;;;;;;;;12.май;Осадков нет;1;;;;
10.02.2024 13:00;14.апр;735.6;747.1;-1.0;81;Ветер, дующий с юго-юго-востока;7;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;Дождь.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;8.0;11.фев;0.6;6;;;;
10.02.2024 12:00;15.янв;736.0;747.5;;71;Ветер, дующий с юго-юго-востока;10;;;; ;;;;;;;;;;;09.авг;Осадков нет;1;;;;
10.02.2024 11:00;14.фев;736.6;748.1;;77;Ветер, дующий с юго-юго-востока;7;;;; ;;;;;;;;;;;10.янв;Осадков нет;1;;;;
10.02.2024 10:00;15.фев;736.6;748.1;0.0;59;Ветер, дующий с юго-востока;11;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;Дождь.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;4.0;07.янв;;;;;;
10.02.2024 9:00;14.сен;737.1;748.6;;62;Ветер, дующий с юго-юго-востока;8;;;; ;;;;;;;;;;;07.июн;Осадков нет;1;;;;
10.02.2024 8:00;14.сен;737.3;748.9;;70;Ветер, дующий с юго-юго-востока;5;;;; ;;;;;;;;;;;09.май;Осадков нет;1;;;;
10.02.2024 7:00;16.янв;736.6;748.1;-0.1;59;Ветер, дующий с юго-юго-востока;8;;;90  или более, но не 100%; ;;;14.июн;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";20.0;8.0;Осадков нет;12;;;;
10.02.2024 6:00;16.0;736.6;748.1;;62;Ветер, дующий с юго-юго-востока;8;;;; ;;;;;;;;;;;08.июн;Осадков нет;1;;;;
10.02.2024 5:00;15.июл;736.6;748.2;;65;Ветер, дующий с юго-юго-востока;9;;;; ;;;;;;;;;;;09.янв;Осадков нет;1;;;;
10.02.2024 4:00;15.авг;736.7;748.2;-2.0;63;Ветер, дующий с юго-юго-востока;11;;;; ;;;;;;;;;;;08.июл;;;;;;
10.02.2024 3:00;16.0;737.2;748.7;;60;Ветер, дующий с юго-юго-востока;11;;;; ;;;;;;;;;;;08.янв;Осадков нет;1;;;;
10.02.2024 2:00;15.сен;738.1;749.6;;58;Ветер, дующий с юго-юго-востока;11;;;; ;;;;;;;;;;;07.июл;Осадков нет;1;;;;
10.02.2024 1:00;16.0;738.7;750.3;-1.9;54;Ветер, дующий с юго-юго-востока;11;;;Облаков нет.; ;;;;;;;;;;16.0;06.июн;Осадков нет;6;;;;
10.02.2024 0:00;15.июн;739.4;751.0;;54;Ветер, дующий с юго-юго-востока;7;;;; ;;;;;;;;;;;06.фев;Осадков нет;1;;;;
09.02.2024 23:00;15.май;740.3;751.9;;54;Ветер, дующий с юга;7;;;; ;;;;;;;;;;;06.фев;Осадков нет;1;;;;
09.02.2024 22:00;15.янв;740.6;752.2;-0.7;63;Ветер, дующий с юго-востока;9;;;90  или более, но не 100%; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;Перистых, перисто-кучевых или перисто-слоистых нет.;16.0;8.0;;;;;;
09.02.2024 21:00;15.янв;741.9;753.5;;67;Ветер, дующий с юго-юго-востока;7;;;; ;;;;;;;;;;;08.сен;Осадков нет;1;;;;
09.02.2024 20:00;14.сен;741.6;753.1;;68;Ветер, дующий с юго-юго-востока;8;;;; ;;;;;;;;;;;08.сен;Осадков нет;1;;;;
09.02.2024 19:00;14.июл;741.3;752.8;-0.4;69;Ветер, дующий с юго-юго-востока;11;;;90  или более, но не 100%; ;;;;16.май;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;Перистых, перисто-кучевых или перисто-слоистых нет.;16.0;09.янв;Осадков нет;12;;;;
09.02.2024 18:00;14.июн;741.6;753.1;;73;Ветер, дующий с юго-юго-востока;11;;;; ;;;;;;;;;;;09.авг;Осадков нет;1;;;;
09.02.2024 17:00;14.авг;741.4;753.1;;72;Ветер, дующий с юго-юго-востока;10;;;; ;;;;;;;;;;;09.авг;Осадков нет;1;;;;
09.02.2024 16:00;15.янв;741.7;753.2;-2.5;70;Ветер, дующий с юго-юго-востока;9;;;90  или более, но не 100%; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;600-1000;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;09.июл;;;;;;
09.02.2024 15:00;15.июн;742.0;753.5;;70;Ветер, дующий с юго-юго-востока;9;;;; ;;;;;;;;;;;10.янв;Осадков нет;1;;;;
09.02.2024 14:00;15.май;743.1;754.6;;69;Ветер, дующий с юго-юго-востока;9;;;; ;;;;;;;;;;;09.сен;Осадков нет;1;;;;
09.02.2024 13:00;15.сен;744.2;755.8;-1.5;68;Ветер, дующий с юго-юго-востока;9;;;90  или более, но не 100%; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-слоистые, покрывающие все небо.;25.0;09.сен;Осадков нет;6;;;;
09.02.2024 12:00;16.мар;745.0;756.6;;66;Ветер, дующий с юго-юго-востока;8;;;; ;;;;;;;;;;;09.авг;Осадков нет;1;;;;
09.02.2024 11:00;15.май;745.5;757.1;;68;Ветер, дующий с юга;7;;;; ;;;;;;;;;;;09.июн;Осадков нет;1;;;;
09.02.2024 10:00;14.июл;745.7;757.3;0.1;76;Ветер, дующий с юго-юго-востока;8;;;90  или более, но не 100%; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-слоистые, покрывающие все небо.;25.0;10.май;;;;;;
09.02.2024 9:00;14.апр;745.9;757.5;;75;Ветер, дующий с юго-юго-востока;7;;;; ;;;;;;;;;;;09.сен;Осадков нет;1;;;;
09.02.2024 8:00;13.июн;745.9;757.5;;77;Ветер, дующий с юго-юго-востока;6;;;; ;;;;;;;;;;;09.июн;Осадков нет;1;;;;
09.02.2024 7:00;13.фев;745.6;757.2;0.0;74;Ветер, дующий с юго-юго-востока;7;;;40%.; ;;;11.мар;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;08.июл;Осадков нет;12;;;;
09.02.2024 6:00;13.фев;745.9;757.6;;74;Ветер, дующий с юго-востока;7;;;; ;;;;;;;;;;;08.июл;Осадков нет;1;;;;
09.02.2024 5:00;13.мар;745.6;757.3;;71;Ветер, дующий с юго-юго-востока;7;;;; ;;;;;;;;;;;08.янв;Осадков нет;1;;;;
09.02.2024 4:00;13.0;745.6;757.2;-1.8;71;Ветер, дующий с юго-юго-востока;9;;;Облаков нет.; ;;;;;;;;;;20.0;07.сен;;;;;;
09.02.2024 3:00;12.сен;746.2;757.8;;71;Ветер, дующий с юго-юго-востока;8;;;; ;;;;;;;;;;;07.авг;Осадков нет;1;;;;
09.02.2024 2:00;13.0;746.9;758.5;;68;Ветер, дующий с юго-юго-востока;6;;;; ;;;;;;;;;;;07.фев;Осадков нет;1;;;;
09.02.2024 1:00;13.июн;747.4;759.1;-0.7;53;Ветер, дующий с юго-юго-востока;6;;;Облаков нет.; ;;;;;;;;;;20.0;04.янв;Осадков нет;6;;;;
09.02.2024 0:00;13.май;747.7;759.3;;53;Ветер, дующий с юго-юго-востока;3;;;; ;;;;;;;;;;;03.сен;Осадков нет;1;;;;
08.02.2024 23:00;12.июл;747.7;759.3;;68;Ветер, дующий с юго-юго-востока;2;;;; ;;;;;;;;;;;06.сен;Осадков нет;1;;;;
08.02.2024 22:00;11.сен;748.1;759.8;-0.7;79;Переменное направление;1;;;Облаков нет.; ;;;;;;;;;;25.0;08.мар;;;;;;
08.02.2024 21:00;12.май;748.5;760.2;;80;Ветер, дующий с юга;2;;;; ;;;;;;;;;;;09.янв;Осадков нет;1;;;;
08.02.2024 20:00;13.фев;748.6;760.3;;82;Ветер, дующий с юга;4;;;; ;;;;;;;;;;;10.фев;Осадков нет;1;;;;
08.02.2024 19:00;12.сен;748.8;760.4;0.2;84;Ветер, дующий с юга;3;;;Облаков нет.; ;;;;16.июн;;;;;;16.0;10.фев;Осадков нет;12;;;;
08.02.2024 18:00;13.фев;748.3;760.0;;73;Ветер, дующий с юга;3;;;; ;;;;;;;;;;;08.май;Осадков нет;1;;;;
08.02.2024 17:00;13.авг;748.3;760.0;;72;Ветер, дующий с юга;4;;;; ;;;;;;;;;;;08.авг;Осадков нет;1;;;;
08.02.2024 16:00;15.янв;748.6;760.2;-0.7;67;Ветер, дующий с юго-юго-запада;4;;;20–30%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;30.0;08.сен;;;;;;
08.02.2024 15:00;15.0;748.6;760.3;;65;Ветер, дующий с юго-запада;4;;;; ;;;;;;;;;;;08.май;Осадков нет;1;;;;
08.02.2024 14:00;16.0;748.9;760.6;;65;Ветер, дующий с юго-юго-запада;4;;;; ;;;;;;;;;;;09.апр;Осадков нет;1;;;;
08.02.2024 13:00;15.июл;749.3;761.0;-0.5;70;Ветер, дующий с юго-запада;3;;;40%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;10.мар;Осадков нет;6;;;;
08.02.2024 12:00;15.мар;749.8;761.4;;73;Ветер, дующий с юго-юго-запада;5;;;; ;;;;;;;;;;;10.апр;Осадков нет;1;;;;
08.02.2024 11:00;15.янв;749.8;761.5;;72;Ветер, дующий с юга;3;;;; ;;;;;;;;;;;10.янв;Осадков нет;1;;;;
08.02.2024 10:00;13.сен;749.8;761.4;1.0;82;Ветер, дующий с юга;3;;;; ;;;;;;;;;;;10.сен;;;;;;
08.02.2024 9:00;12.авг;749.5;761.2;;84;Ветер, дующий с юга;3;;;; ;;;;;;;;;;;10.фев;Осадков нет;1;;;;
08.02.2024 8:00;11.сен;749.2;760.9;;86;Ветер, дующий с юго-юго-востока;3;;;; ;;;;;;;;;;;09.июн;Осадков нет;1;;;;
08.02.2024 7:00;11.сен;748.8;760.5;0.1;85;Ветер, дующий с юга;3;;;40%.; ;;;09.июн;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;40%.;300-600;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;09.май;Осадков нет;12;;;;
08.02.2024 6:00;12.0;748.6;760.3;;83;Ветер, дующий с юго-юго-востока;3;;;; ;;;;;;;;;;;09.фев;Осадков нет;1;;;;
08.02.2024 5:00;11.сен;748.6;760.3;;84;Ветер, дующий с юга;3;;;; ;;;;;;;;;;;09.фев;Осадков нет;1;;;;
08.02.2024 4:00;12.янв;748.7;760.3;-0.8;81;Ветер, дующий с юга;2;;;Облаков нет.; ;;;;;;;;;;20.0;08.сен;;;;;;
08.02.2024 3:00;12.янв;749.0;760.7;;81;Ветер, дующий с юга;3;;;; ;;;;;;;;;;;08.сен;Осадков нет;1;;;;
08.02.2024 2:00;11.сен;749.4;761.1;;83;Ветер, дующий с юга;2;;;; ;;;;;;;;;;;9.0;Осадков нет;1;;;;
08.02.2024 1:00;11.апр;749.5;761.1;-0.1;86;Ветер, дующий с юга;2;;;Облаков нет.; ;;;;;;;;;;20.0;09.янв;Осадков нет;6;;;;
08.02.2024 0:00;10.июн;749.6;761.2;;88;Ветер, дующий с юга;2;;;; ;;;;;;;;;;;08.июн;Осадков нет;1;;;;
07.02.2024 23:00;11.янв;749.5;761.2;;86;Ветер, дующий с юга;3;;;; ;;;;;;;;;;;08.авг;Осадков нет;1;;;;
07.02.2024 22:00;11.июл;749.6;761.3;0.1;89;Ветер, дующий с юга;2;;;40%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;10.0;;;;;;
07.02.2024 21:00;11.июл;749.8;761.4;;92;Ветер, дующий с юго-юго-запада;2;;;; ;;;;;;;;;;;10.май;Осадков нет;1;;;;
07.02.2024 20:00;11.апр;749.7;761.3;;91;Ветер, дующий с юга;1;;;; ;;;;;;;;;;;09.сен;Осадков нет;1;;;;
07.02.2024 19:00;12.июл;749.5;761.2;-0.1;82;Ветер, дующий с юго-юго-востока;2;;;Облаков нет.; ;;;;16.авг;;;;;;20.0;09.июл;Осадков нет;12;;;;
07.02.2024 18:00;12.сен;749.5;761.2;;79;Ветер, дующий с юго-запада;2;;;; ;;;;;;;;;;;09.апр;Осадков нет;1;;;;
07.02.2024 17:00;14.0;749.3;761.0;;74;Ветер, дующий с юго-запада;2;;;; ;;;;;;;;;;;09.мар;Осадков нет;1;;;;
07.02.2024 16:00;14.июл;749.6;761.2;-1.2;68;Ветер, дующий с юго-юго-запада;4;;;70 – 80%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;08.сен;;;;;;
07.02.2024 15:00;15.фев;749.8;761.5;;68;Ветер, дующий с юго-юго-запада;5;;;; ;;;;;;;;;;;09.фев;Осадков нет;1;;;;
07.02.2024 14:00;15.май;750.0;761.7;;62;Ветер, дующий с юга;4;;;; ;;;;;;;;;;;08.фев;Осадков нет;1;;;;
07.02.2024 13:00;15.авг;750.8;762.4;-1.5;60;Ветер, дующий с востоко-северо-востока;3;;;Облаков нет.; ;;;;;;;;;;20.0;07.сен;Осадков нет;6;;;;
07.02.2024 12:00;15.май;751.3;763.0;;60;Ветер, дующий с юго-востока;3;;;; ;;;;;;;;;;;07.июн;Осадков нет;1;;;;
07.02.2024 11:00;14.мар;751.9;763.6;;66;Ветер, дующий с востока;3;;;; ;;;;;;;;;;;07.сен;Осадков нет;1;;;;
07.02.2024 10:00;10.сен;752.3;764.0;-0.3;85;Переменное направление;1;;;Облаков нет.; ;;;;;;;;;;20.0;08.апр;;;;;;
07.02.2024 9:00;09.фев;752.1;763.8;;90;Штиль, безветрие;0;;;; ;;;;;;;;;;;07.июн;Осадков нет;1;;;;
07.02.2024 8:00;07.июл;752.2;763.9;;90;Штиль, безветрие;0;;;; ;;;;;;;;;;;06.янв;Осадков нет;1;;;;
07.02.2024 7:00;08.янв;752.6;764.3;-0.9;89;Ветер, дующий с юго-востока;2;;;Облаков нет.; ;;;05.сен;;;;;;;20.0;06.апр;Осадков нет;12;;;;
07.02.2024 6:00;06.июл;752.7;764.5;;92;Штиль, безветрие;0;;;; ;;;;;;;;;;;05.апр;Осадков нет;1;;;;
07.02.2024 5:00;06.сен;753.0;764.7;;91;Штиль, безветрие;0;;;; ;;;;;;;;;;;05.май;Осадков нет;1;;;;
07.02.2024 4:00;06.янв;753.5;765.2;-1.3;87;Переменное направление;1;;;Облаков нет.; ;;;;;;;;;;10.0;04.янв;;;;;;
07.02.2024 3:00;08.мар;754.0;765.7;;85;Ветер, дующий с юго-юго-востока;1;;;; ;;;;;;;;;;;05.сен;Осадков нет;1;;;;
07.02.2024 2:00;07.сен;754.3;766.0;;87;Ветер, дующий с юго-юго-востока;1;;;; ;;;;;;;;;;;05.сен;Осадков нет;1;;;;
07.02.2024 1:00;08.мар;754.8;766.5;-0.8;86;Переменное направление;1;;;Облаков нет.; ;;;;;;;;;;10.0;6.0;Осадков нет;6;;;;
07.02.2024 0:00;08.июн;755.0;766.8;;82;Штиль, безветрие;0;;;; ;;;;;;;;;;;05.июл;Осадков нет;1;;;;
06.02.2024 23:00;09.июн;755.0;766.8;;83;Ветер, дующий с юго-востока;2;;;; ;;;;;;;;;;;06.сен;Осадков нет;1;;;;
06.02.2024 22:00;10.сен;755.6;767.4;-0.1;88;Ветер, дующий с юга;2;;;Облаков нет.; ;;;;;;;;;;20.0;9.0;;;;;;
06.02.2024 21:00;11.май;755.6;767.4;;87;Ветер, дующий с юго-юго-востока;2;;;; ;;;;;;;;;;;09.апр;Осадков нет;1;;;;
06.02.2024 20:00;11.июл;755.8;767.5;;90;Ветер, дующий с юга;2;;;; ;;;;;;;;;;;10.янв;Осадков нет;1;;;;
06.02.2024 19:00;11.май;755.7;767.5;0.2;89;Ветер, дующий с юго-юго-запада;2;;;Облаков нет.; ;;;;16.мар;;;;;;20.0;09.июл;Осадков нет;12;;;;
06.02.2024 18:00;12.фев;755.6;767.3;;87;Ветер, дующий с юго-юго-запада;3;;;; ;;;;;;;;;;;10.0;Осадков нет;1;;;;
06.02.2024 17:00;13.май;755.4;767.1;;81;Ветер, дующий с юго-запада;3;;;; ;;;;;;;;;;;10.фев;Осадков нет;1;;;;
06.02.2024 16:00;14.сен;755.5;767.3;-1.3;75;Ветер, дующий с юго-запада;3;;;Облаков нет.; ;;;;;;;;;;21.0;10.апр;;;;;;
06.02.2024 15:00;15.май;755.9;767.7;;72;Ветер, дующий с юго-запада;3;;;; ;;;;;;;;;;;10.апр;Осадков нет;1;;;;
06.02.2024 14:00;15.сен;756.3;768.1;;63;Ветер, дующий с юга;3;;;; ;;;;;;;;;;;08.авг;Осадков нет;1;;;;
06.02.2024 13:00;15.авг;756.8;768.6;-0.7;65;Ветер, дующий с юго-юго-запада;3;;;; ;;;;;;;;;;;09.янв;Осадков нет;6;;;;
06.02.2024 12:00;15.авг;757.3;769.1;;63;Ветер, дующий с юго-юго-запада;3;;;; ;;;;;;;;;;;08.авг;Осадков нет;1;;;;
06.02.2024 11:00;15.мар;757.6;769.3;;62;Ветер, дующий с юга;3;;;; ;;;;;;;;;;;07.сен;Осадков нет;1;;;;
06.02.2024 10:00;14.июн;757.5;769.3;0.1;65;Ветер, дующий с юго-юго-востока;4;;;Облаков нет.; ;;;;;;;;;;01.фев;8.0;;;;;;
06.02.2024 9:00;13.мар;757.5;769.3;;73;Ветер, дующий с юго-востока;3;;;; ;;;;;;;;;;;08.июн;Осадков нет;1;;;;
