Дата;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
10.02.2024 9:00;-16.5;747.8;762.8;01.июн;86;Ветер, дующий с северо-северо-запада;1;;;20–30%.;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;-17.1;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;17.0;-18.3;Следы осадков;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;58.0
10.02.2024 6:00;-15.2;746.2;761.2;01.мар;86;Штиль, безветрие;0;;;60%.;Снег с перерывами слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-15.4;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";60%.;200-300;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;14.0;-17.1;Следы осадков;12;;;;
10.02.2024 3:00;-12.9;744.9;759.7;01.май;76;Ветер, дующий с северо-северо-запада;1;;;70 – 80%.; ;;;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";70 – 80%.;300-600;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;19.0;-16.3;;;;;;
10.02.2024 0:00;-12.2;743.4;758.1;01.май;72;Ветер, дующий с северо-запада;1;;;Облаков нет.; ;;;;;;;;;;20.0;-16.3;;;;;;
09.02.2024 21:00;-10.4;741.9;756.4;01.фев;67;Ветер, дующий с западо-северо-запада;1;;;60%.; ;;;;-8.0;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;-15.5;Осадков нет;12;;;;
09.02.2024 18:00;-9.7;740.7;755.2;01.янв;60;Ветер, дующий с западо-северо-запада;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;-16.0;Осадков нет;12;;;;
09.02.2024 15:00;-8.1;739.6;754.0;0.1;58;Ветер, дующий с запада;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;20.0;-15.0;;;;;;
09.02.2024 12:00;-10.7;739.5;754.0;0.2;63;Ветер, дующий с запада;2;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;-16.4;;;;;;
09.02.2024 9:00;-14.6;739.3;754.1;0.6;78;Ветер, дующий с запада;1;;;70 – 80%.; ;;;-15.9;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;-17.7;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;58.0
09.02.2024 6:00;-15.5;738.7;753.4;0.2;81;Ветер, дующий с западо-юго-запада;1;;;Облаков нет.; ;;;-15.5;;;;;;;18.0;-18.0;Осадков нет;12;;;;
09.02.2024 3:00;-15.0;738.5;753.3;0.4;82;Ветер, дующий с запада;1;;;Облаков нет.; ;;;;;;;;;;18.0;-17.4;;;;;;
09.02.2024 0:00;-13.7;738.1;752.8;0.9;80;Ветер, дующий с запада;1;;;Облаков нет.; ;;;;;;;;;;20.0;-16.4;;;;;;
08.02.2024 21:00;-12.8;737.2;751.9;0.8;80;Ветер, дующий с запада;2;;;Облаков нет.; ;;;;-10.7;;;;;;20.0;-15.6;Осадков нет;12;;;;
08.02.2024 18:00;-11.9;736.4;751.0;01.фев;73;Ветер, дующий с западо-северо-запада;2;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;-15.8;Осадков нет;12;;;;
08.02.2024 15:00;-10.9;735.2;749.7;01.фев;66;Ветер, дующий с запада;2;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;19.0;-16.1;;;;;;
08.02.2024 12:00;-11.9;734.0;748.5;01.июн;71;Ветер, дующий с запада;1;;;20–30%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;19.0;-16.2;;;;;;
08.02.2024 9:00;-13.4;732.4;747.0;2.0;81;Ветер, дующий с запада;1;;;70 – 80%.;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-14.1;;Слоисто-кучевые, образовавшиеся не из кучевых.;40%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;19.0;-16.0;0.8;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;60.0
08.02.2024 6:00;-14.0;730.4;745.0;02.авг;83;Ветер, дующий с западо-северо-запада;1;;;70 – 80%.;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-14.1;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;17.0;-16.3;2.0;12;;;;
08.02.2024 3:00;-12.6;727.6;742.0;04.янв;86;Ветер, дующий с западо-северо-запада;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";70 – 80%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;10.0;-14.5;;;;;;
08.02.2024 0:00;-10.1;723.5;737.8;01.авг;90;Ветер, дующий с севера;2;;;100%.;Снег непрерывный умеренный в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";70 – 80%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;03.фев;-11.5;;;;;;
07.02.2024 21:00;-7.3;721.7;735.7;-1.1;91;Ветер, дующий с востоко-северо-востока;1;;;100%.;Снег непрерывный умеренный в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;-5.9;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;02.янв;-8.5;8.0;12;;;;
07.02.2024 18:00;-6.1;722.8;736.7;-2.5;92;Ветер, дующий с востоко-юго-востока;2;;;100%.;Снег непрерывный умеренный в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;03.мар;-7.2;7.0;12;;;;
07.02.2024 15:00;-6.1;725.3;739.3;-4.0;92;Ветер, дующий с востока;2;;;100%.;Снег непрерывный сильный в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;1.0;-7.2;;;;;;
07.02.2024 12:00;-6.7;729.3;743.4;-2.5;91;Ветер, дующий с юго-востока;2;;;100%.;Снег непрерывный умеренный в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;02.авг;-8.0;;;;;;
07.02.2024 9:00;-7.5;731.8;746.0;-1.6;93;Ветер, дующий с юго-востока;1;;;100%.; ;;;-11.2;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;;;11.0;-8.4;0.9;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;52.0
07.02.2024 6:00;-10.2;733.4;747.8;-0.8;91;Штиль, безветрие;0;;;50%.; ;;;-10.2;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;50%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;11.0;-11.4;4.0;12;;;;
07.02.2024 3:00;-6.0;734.2;748.3;0.4;93;Штиль, безветрие;0;;;60%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;60%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;16.0;-7.0;;;;;;
07.02.2024 0:00;-5.4;733.8;747.9;0.5;93;Штиль, безветрие;0;;;70 – 80%.;Облака в целом рассеиваются или становятся менее развитыми. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;15.0;-6.3;;;;;;
06.02.2024 21:00;-3.7;733.3;747.3;0.7;94;Ветер, дующий с северо-запада;1;;;100%.;Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-1.3;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;100%.;300-600;;;0.4;-4.6;4.0;12;;;;
06.02.2024 18:00;-3.0;732.6;746.5;01.фев;88;Ветер, дующий с северо-северо-запада;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;100%.;300-600;;;18.0;-4.8;1.0;12;;;;
06.02.2024 15:00;-1.3;731.4;745.3;01.янв;75;Ветер, дующий с западо-северо-запада;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;19.0;-5.3;;;;;;
06.02.2024 12:00;-2.2;730.3;744.3;0.7;88;Ветер, дующий с запада;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;100%.;300-600;;;9.0;-4.0;;;;;;
06.02.2024 9:00;-3.1;729.6;743.5;0.5;90;Ветер, дующий с западо-юго-запада;1;;;100%.;Снег с перерывами слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-3.5;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;8.0;-4.6;0.1;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;42.0
06.02.2024 6:00;-3.3;729.1;743.1;1.0;85;Ветер, дующий с запада;1;;;90  или более, но не 100%; ;;;-3.3;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;-5.5;Следы осадков;12;;;;
06.02.2024 3:00;-2.7;728.1;742.0;01.янв;85;Ветер, дующий с запада;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;20.0;-4.9;;;;;;
06.02.2024 0:00;-2.7;727.0;740.8;0.8;81;Ветер, дующий с западо-северо-запада;1;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;-5.5;;;;;;
05.02.2024 21:00;-2.6;726.2;740.1;0.7;69;Ветер, дующий с северо-запада;1;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-0.4;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;-7.5;0.1;12;;;;
05.02.2024 18:00;-1.9;725.5;739.3;1.0;87;Ветер, дующий с северо-запада;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;04.янв;-3.8;0.1;12;;;;
05.02.2024 15:00;-0.6;724.5;738.2;-0.1;74;Ветер, дующий с западо-юго-запада;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;-4.8;;;;;;
05.02.2024 12:00;-0.9;724.6;738.3;-0.2;82;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;19.0;-3.6;;;;;;
05.02.2024 9:00;-1.7;724.8;738.5;-0.6;88;Ветер, дующий с юго-запада;1;;;100%.; ;;;-2.2;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;20.0;-3.4;Следы осадков;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;42.0
05.02.2024 6:00;-1.3;725.4;739.1;-0.4;89;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;-2.2;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;20.0;-2.9;0.1;12;;;;
05.02.2024 3:00;-1.4;725.8;739.6;-0.4;87;Ветер, дующий с западо-юго-запада;1;;;70 – 80%.;Ливневый снег или ливневый дождь и снег. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;-3.3;;;;;;
05.02.2024 0:00;-0.2;726.2;739.9;0.4;88;Ветер, дующий с запада;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;18.0;-1.9;;;;;;
04.02.2024 21:00;-0.1;725.8;739.4;-0.2;90;Штиль, безветрие;0;;;90  или более, но не 100%;Ливневый снег или ливневый дождь и снег. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;01.июл;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;300-600;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;-1.5;2.0;12;;;;
04.02.2024 18:00;0.7;726.0;739.6;0.6;82;Ветер, дующий с запада;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;-2.0;3.0;12;;;;
04.02.2024 15:00;01.май;725.4;739.0;01.янв;77;Ветер, дующий с западо-северо-запада;2;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Дождь со снегом или другими видами твердых осадков;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;20.0;-2.2;;;;;;
04.02.2024 12:00;0.8;724.3;738.0;01.сен;94;Ветер, дующий с запада;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Дождь со снегом или другими видами твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;7.0;0.0;;;;;;
04.02.2024 9:00;0.7;722.4;736.0;-0.7;95;Ветер, дующий с запада;2;;;100%.;Снег непрерывный умеренный в срок наблюдения. ;Дождь со снегом или другими видами твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-1.5;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;03.июл;0.0;3.0;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;44.0
04.02.2024 6:00;0.0;723.1;736.8;-2.2;96;Ветер, дующий с западо-юго-запада;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-1.5;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;8.0;-0.6;2.0;12;;;;
04.02.2024 3:00;-1.2;725.3;739.0;-2.4;93;Ветер, дующий с юга;1;;;100%.;Снег непрерывный умеренный в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;02.янв;-2.2;;;;;;
04.02.2024 0:00;-1.5;727.7;741.5;-1.9;90;Ветер, дующий с юга;1;;;100%.;Снег с перерывами слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;10.0;-3.0;;;;;;
03.02.2024 21:00;-1.4;729.6;743.4;-1.9;83;Ветер, дующий с юго-юго-востока;2;;;100%.;Снег неливневый. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;-0.7;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";70 – 80%.;300-600;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;20.0;-3.9;0.2;12;;;;
03.02.2024 18:00;-1.1;731.5;745.4;-1.2;77;Ветер, дующий с юга;1;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;20.0;-4.7;Осадков нет;12;;;;
03.02.2024 15:00;-1.0;732.7;746.5;-1.9;70;Ветер, дующий с юга;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;20.0;-5.9;;;;;;
03.02.2024 12:00;-3.4;734.6;748.6;-1.0;77;Ветер, дующий с западо-юго-запада;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;300-600;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;-6.9;;;;;;
03.02.2024 9:00;-6.5;735.6;749.8;-0.5;91;Ветер, дующий с западо-юго-запада;2;;;100%.; ;;;-7.2;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;100-200;;;19.0;-7.7;0.1;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;39.0
03.02.2024 6:00;-6.0;736.1;750.3;-0.5;81;Ветер, дующий с запада;1;;;60%.; ;;;-6.1;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;-8.7;0.3;12;;;;
03.02.2024 3:00;-3.8;736.6;750.7;0.3;69;Ветер, дующий с запада;2;;;70 – 80%.;Облака в целом рассеиваются или становятся менее развитыми. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;-8.7;;;;;;
03.02.2024 0:00;-2.8;736.3;750.3;-0.1;78;Ветер, дующий с запада;2;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;13.0;-6.1;;;;;;
02.02.2024 21:00;-2.7;736.4;750.4;-0.2;94;Ветер, дующий с западо-юго-запада;1;;;100%.;Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;0.7;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;100%.;300-600;;;2.0;-3.6;1.0;12;;;;
02.02.2024 18:00;-2.2;736.6;750.6;0.8;75;Ветер, дующий с запада;2;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;20.0;-6.1;0.8;12;;;;
02.02.2024 15:00;-0.9;735.8;749.8;0.8;55;Ветер, дующий с запада;2;;;60%.;Облака в целом рассеиваются или становятся менее развитыми. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;60%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;-8.8;;;;;;
02.02.2024 12:00;0.6;735.0;748.8;01.янв;74;Ветер, дующий с западо-северо-запада;2;;;70 – 80%.;Ливневый град, или дождь и град. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;-3.6;;;;;;
02.02.2024 9:00;0.1;733.9;747.8;-0.1;87;Ветер, дующий с запада;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;-0.1;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;5.0;-1.8;0.8;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;38.0
